date,ticker,action,shares,price,value,cost,allocation
2022-12-31,VOO,SELL,1836.506850529613,31.99666976928711,58762.10322542955,176.28630967628123,35.0
2023-03-31,UPRO,BUY,0.057999748807999296,28478.484375,1651.744940182533,4.95523482054773,35.0
2023-03-31,GLD,BUY,126.67665086928139,183.22000122070312,23209.69612690432,69.62908838071598,15.0
2023-03-31,TLT,BUY,248.70681111283625,96.76873779296875,24067.044191903457,72.20113257571211,15.0
2023-03-31,VOO,BUY,591.3343347871087,37.746925354003906,22321.052994468548,66.96315898340981,35.0
2023-06-30,UPRO,BUY,0.926809414171391,30477.251953125,28246.604028229664,84.73981208469195,35.0
2023-06-30,GLD,BUY,161.18046502248455,178.27000427246094,28733.64218819556,86.20092656459019,15.0
2023-06-30,TLT,BUY,300.3763034079486,94.37287139892578,28347.37425280305,85.042122758412,15.0
2023-06-30,VOO,SELL,783.9491149730056,46.515899658203125,36466.09836922147,109.3982951076614,35.0
2023-09-30,UPRO,BUY,1.1724446302363454,26967.916015625,31618.38832118427,94.85516496355558,35.0
2023-09-30,GLD,SELL,8.494657062025453,171.4499969482422,1456.408927360628,4.369226782081796,15.0
2023-09-30,TLT,BUY,203.2714130778204,81.9989242553711,16668.037204250442,50.00411161275406,15.0
2023-09-30,VOO,BUY,948.5991466794039,40.46831130981445,38388.205576046465,115.1646167281433,35.0
2023-12-31,UPRO,SELL,1.8307242582850485,42265.1875,77375.90403721601,232.12771211164363,35.0
2023-12-31,VOO,BUY,457.0057636885249,53.923770904541016,24643.474103194825,73.93042230958599,35.0
2024-03-31,UPRO,SELL,3.2617740948101748,71333.6484375,232674.2465617338,698.0227396851697,35.0
2024-03-31,VOO,SELL,1516.0514800080527,69.62389373779297,105553.40714510443,316.66022143530427,30.0
2024-06-30,UPRO,BUY,0.06940043998254808,62678.29296875,4349.9011093863,13.049703328159012,35.0
2024-06-30,GLD,BUY,299.4397252505835,215.00999450683594,64382.53368125641,193.14760104377638,15.0
2024-06-30,TLT,BUY,1137.7551301317312,87.39883422851562,99438.4720110264,298.3154160330887,15.0
2024-06-30,VOO,SELL,1844.2574244092511,76.0503158569336,140256.35964781838,420.76907894344185,30.0
2024-06-30,BTC-USD,BUY,201.15597870590318,493.74444580078125,99319.64722565992,297.9589416769886,5.0
2024-09-30,GLD,SELL,50.455783635441776,243.05999755859375,12263.782647247412,36.79134794174024,15.0
2024-09-30,TLT,BUY,31.472537185136844,94.33267974853516,2968.888771159378,8.906666313478581,15.0
2024-09-30,VOO,SELL,245.8173020853601,85.52457427978516,21023.420111455765,63.07026033436341,30.0
2024-09-30,BTC-USD,BUY,5.88195093616153,522.5557861328125,3073.6474954405207,9.220942486321746,5.0
2024-12-31,UPRO,SELL,1.8861482752798615,93429.203125,176221.3303349906,528.6639910049562,35.0
2024-12-31,BTC-USD,BUY,22.50410065694004,535.2957763671875,12046.350032602053,36.13905009780683,5.0
2025-03-31,UPRO,SELL,0.12562443700857706,82548.9140625,10370.160854770973,31.110482564312406,35.0
2025-03-31,GLD,SELL,220.43696271852286,288.1400146484375,63516.70966677225,190.55012900030852,15.0
2025-03-31,BTC-USD,SELL,20.530954342849583,512.3282470703125,10518.587849152747,31.5557635474579,5.0
2025-06-30,UPRO,SELL,1.0773509991365362,107135.3359375,115422.36121509408,346.2670836452744,35.0
2025-06-30,BTC-USD,BUY,6.623341210080838,568.030029296875,3762.256701605418,11.286770104816696,5.0
