date,ticker,action,shares,price,value,cost,allocation,regime
2016-03-31,GLD,SELL,11.342740535445145,117.63999938964844,1334.3599896667074,4.003079969000055,15.0,NORMAL
2016-03-31,TLT,SELL,3.752550985332107,101.92677307128906,382.48541272038784,1.1474562381611122,15.0,NORMAL
2016-03-31,VOO,BUY,144.60934657708685,10.093549728393555,1459.6216308663245,4.37886489259904,35.0,NORMAL
2016-06-30,UPRO,SELL,12.519195572732244,673.3369750976562,8429.637277599499,25.288911832798476,35.0,NORMAL
2016-09-30,UPRO,BUY,5.98417335853334,609.7349853515625,3648.7598551065366,10.946279565319855,35.0,NORMAL
2016-09-30,GLD,BUY,16.413942996172906,125.63999938964844,2062.247788020888,6.18674336406275,15.0,NORMAL
2016-09-30,TLT,BUY,19.36534759184937,108.56498718261719,2102.3987130960536,6.307196139288408,15.0,NORMAL
2016-09-30,VOO,BUY,140.52702182673602,11.759191513061523,1652.4841624207656,4.957452487262572,35.0,NORMAL
2016-12-31,UPRO,SELL,12.64375826363829,963.7429809570312,12185.333279498864,36.555999838496064,35.0,NORMAL
2016-12-31,GLD,BUY,61.98568722118475,109.61000061035156,6794.251214147122,20.382753642442367,15.0,NORMAL
2016-12-31,TLT,BUY,71.42646939141449,94.84175109863281,6774.211431874648,20.322634295624994,15.0,NORMAL
2016-12-31,VOO,BUY,492.02135389740306,13.059025764465332,6425.319537213301,19.275958611640817,35.0,NORMAL
2017-03-31,UPRO,BUY,0.5914455063729278,1071.7900390625,633.9054023787804,1.90171620713636,35.0,NORMAL
2017-03-31,GLD,BUY,7.563859785870363,118.72000122070312,897.9814430117568,2.6939443290353893,15.0,NORMAL
2017-03-31,VOO,SELL,162.0906227369178,15.331339836120605,2485.066421428104,7.455199264284147,35.0,NORMAL
2017-06-30,UPRO,SELL,18.5398416661748,2480.840087890625,45994.382428591365,137.98314728576952,35.0,NORMAL
2017-09-30,UPRO,SELL,8.904531228696662,4338.7099609375,38634.17833942524,115.90253501827101,35.0,NORMAL
2017-09-30,GLD,BUY,184.43336123570256,121.58000183105469,22423.40839674429,67.27022519023376,15.0,NORMAL
2017-09-30,TLT,BUY,240.60588085796994,100.99578857421875,24300.1806728452,72.90054201853854,15.0,NORMAL
2017-09-30,VOO,BUY,2237.195262363633,18.59848976135254,41608.453181216435,124.82535954365449,35.0,NORMAL
2017-12-31,UPRO,SELL,10.665539030076925,14156.400390625,150985.64089160715,452.95692267481354,35.0,NORMAL
2018-03-31,UPRO,BUY,9.379279181905915,6973.52978515625,65406.68273831684,196.22004821496375,35.0,NORMAL
2018-03-31,GLD,BUY,184.76718192756812,125.79000091552734,23241.8639838282,69.72559195148642,15.0,NORMAL
2018-03-31,TLT,BUY,254.1087192034438,99.91029357910156,25388.076736625553,76.16423020988077,15.0,NORMAL
2018-03-31,VOO,BUY,2128.424248646901,20.888996124267578,44460.64588078225,133.38193764234893,35.0,NORMAL
2018-06-30,UPRO,BUY,8.125261318078753,6404.0,52034.17348097633,156.10252044293156,35.0,NORMAL
2018-06-30,GLD,BUY,172.79780633789971,118.6500015258789,20502.459985660327,61.50737995698364,15.0,NORMAL
2018-06-30,TLT,BUY,159.62065963331008,100.42925262451172,16030.5835504049,48.09175065121599,15.0,NORMAL
2018-06-30,VOO,BUY,1126.3263398033969,22.4943904876709,25336.024504086712,76.00807351226467,35.0,NORMAL
2018-09-30,UPRO,BUY,6.028965962489764,6625.56005859375,39945.2760756934,119.83582822708559,35.0,NORMAL
2018-09-30,GLD,BUY,217.99975952381385,112.76000213623047,24581.653349602977,73.74496004881075,15.0,NORMAL
2018-09-30,TLT,BUY,234.5198018916983,97.41246032714844,22845.15089770577,68.53545269311871,15.0,NORMAL
2018-09-30,VOO,BUY,40.69854164622848,27.498003005981445,1119.1286205270517,3.3573858615811787,35.0,NORMAL
2018-12-31,UPRO,SELL,5.380643640685349,3742.700439453125,20138.137318533718,60.41441195560037,20.0,DEFENSIVE
2018-12-31,GLD,BUY,305.77569398702633,121.25,37075.30289592694,111.22590868778207,25.0,DEFENSIVE
2018-12-31,TLT,BUY,395.3085483764289,101.88157653808594,40274.65812757279,120.82397438272164,25.0,DEFENSIVE
2018-12-31,VOO,BUY,1799.3796175060506,16.75960922241211,30156.89923217478,90.47069769652808,30.0,DEFENSIVE
2019-03-31,GLD,SELL,322.90765035474067,122.01000213623047,39397.96310958707,118.19388932875881,15.0,NORMAL
2019-03-31,TLT,SELL,426.2199937012497,106.47920989990234,45383.56817285042,136.1507045185499,15.0,NORMAL
2019-03-31,VOO,BUY,308.34634293872114,23.79196548461914,7336.16554850659,22.00849664552061,35.0,NORMAL
2019-06-30,UPRO,SELL,2.1478730106852666,10817.1552734375,23233.87586420821,69.70162759262166,35.0,NORMAL
2019-06-30,GLD,BUY,123.68775771162302,133.1999969482422,16475.208949723106,49.42562684916993,15.0,NORMAL
2019-06-30,TLT,BUY,181.955949302426,112.55583953857422,20480.204632772806,61.44061389832132,15.0,NORMAL
2019-06-30,VOO,BUY,1376.3836168703765,26.185752868652344,36041.64124382955,108.12492373149144,35.0,NORMAL
2019-09-30,GLD,SELL,86.04588588314596,138.8699951171875,11949.191752446552,35.84757525733767,15.0,NORMAL
2019-09-30,TLT,SELL,145.872851432767,121.95465850830078,17789.87378211519,53.3696213463445,15.0,NORMAL
2019-09-30,VOO,SELL,770.5886520130116,26.727357864379883,20595.798668581858,61.787396005744085,35.0,NORMAL
2019-12-31,GLD,SELL,7.1658210440442645,142.89999389648438,1023.9957834572247,3.0719873503716144,15.0,NORMAL
2019-12-31,TLT,BUY,80.22698206623204,116.2656478881836,9327.642048044154,27.98292614413367,15.0,NORMAL
2019-12-31,VOO,SELL,2325.3974133050506,33.904354095458984,78841.09731335883,236.52329194007325,35.0,NORMAL
2020-03-31,UPRO,SELL,7.312170674624511,6438.64453125,47080.46772573773,141.24140317720594,20.0,DEFENSIVE
2020-03-31,GLD,BUY,297.63177543519,148.0500030517578,44064.38526147997,132.19315578444366,25.0,DEFENSIVE
2020-03-31,TLT,BUY,127.7820866359491,142.017822265625,18147.333668594914,54.44200100578746,25.0,DEFENSIVE
2020-03-31,VOO,BUY,7278.237158935122,13.412691116333008,97620.7468842139,292.8622406526556,30.0,DEFENSIVE
2020-06-30,GLD,SELL,383.838194296325,167.3699951171875,64242.996705165984,192.72899011549453,15.0,NORMAL
2020-06-30,TLT,SELL,276.4111341025423,141.69168090820312,39165.15821273196,117.49547463819181,15.0,NORMAL
2020-06-30,VOO,SELL,723.7932902700941,21.534088134765625,15586.228504028204,46.75868551208259,35.0,NORMAL
2020-09-30,GLD,SELL,19.916330959729635,177.1199951171875,3527.580442339603,10.582741327018539,15.0,NORMAL
2020-09-30,TLT,BUY,37.21034888175541,141.5949249267578,5268.796556410623,15.806389669232885,15.0,NORMAL
2020-09-30,VOO,SELL,2896.658914736621,27.140913009643555,78617.96762347514,235.85390287041082,35.0,NORMAL
2020-12-31,UPRO,SELL,4.274995378335902,29001.720703125,123982.22196964802,371.9466659089376,35.0,NORMAL
2020-12-31,GLD,BUY,465.42726441675677,178.36000061035156,83013.607165447,249.0408214963536,15.0,NORMAL
2020-12-31,TLT,BUY,645.7108593497346,137.37051391601562,88701.63259002512,266.1048977700848,15.0,NORMAL
2020-12-31,VOO,BUY,1635.0290335688278,37.32469177246094,61026.954716981185,183.08086415095022,35.0,NORMAL
2021-03-31,UPRO,SELL,5.813337618905367,58918.83203125,342515.06270923215,1027.5451881276676,35.0,NORMAL
2021-06-30,UPRO,BUY,7.801893817473404,35040.8359375,273384.88125988113,820.1546437796787,35.0,NORMAL
2021-06-30,GLD,BUY,582.9402709274093,165.6300048828125,96552.39992009485,289.6571997603023,15.0,NORMAL
2021-06-30,TLT,BUY,776.8183810502567,126.55403900146484,98309.50369248896,294.9285110774799,15.0,NORMAL
2021-06-30,VOO,SELL,1438.0116174034902,55.08253860473633,79209.33042968708,237.6279912890459,35.0,NORMAL
2021-09-30,UPRO,BUY,0.9942105767538862,43790.89453125,43537.370508482665,130.61211152545002,35.0,NORMAL
2021-09-30,GLD,BUY,613.7164544104639,164.22000122070312,100784.51689245198,302.35355067736236,15.0,NORMAL
2021-09-30,TLT,BUY,763.2179677645131,127.00843048095703,96935.11620063646,290.80534860191983,15.0,NORMAL
2021-09-30,VOO,BUY,4105.003883503903,55.23798751831055,226752.1532796049,680.2564598388271,35.0,NORMAL
2021-12-31,UPRO,BUY,3.776131124651773,46306.4453125,174859.20941651645,524.5776282495644,35.0,NORMAL
2021-12-31,GLD,BUY,478.2689441983671,170.9600067138672,81764.861911187,245.2945857335726,15.0,NORMAL
2021-12-31,TLT,BUY,653.1231929627188,131.05259704589844,85593.49062867375,256.78047188602795,15.0,NORMAL
2021-12-31,VOO,SELL,1370.9030914047835,74.1415023803711,101640.81481464584,304.92244444393145,35.0,NORMAL
2022-03-31,UPRO,SELL,10.441497491707668,45538.67578125,475491.9689456106,1426.4759068368003,20.0,DEFENSIVE
2022-03-31,GLD,BUY,1874.0876575335692,180.64999389648438,338553.92389491596,1015.6617716847686,25.0,DEFENSIVE
2022-03-31,VOO,BUY,911.0206579103651,61.88056182861328,56374.4701489663,169.12341044690402,30.0,DEFENSIVE
2022-06-30,UPRO,BUY,8.734611547129163,19784.7265625,172811.90108960556,518.4357032688276,20.0,DEFENSIVE
2022-06-30,GLD,SELL,1327.4717435471125,168.4600067138672,223625.89883041556,670.8776964912249,25.0,DEFENSIVE
2022-06-30,TLT,BUY,1926.713307442345,102.37358856201172,197244.5554130554,591.7336662391899,25.0,DEFENSIVE
2022-06-30,VOO,BUY,4097.116539223694,33.911285400390625,138938.48828027543,416.81546484085266,30.0,DEFENSIVE
2022-09-30,UPRO,SELL,0.6563673844102027,19431.7890625,12754.39256136391,38.2631776840899,20.0,DEFENSIVE
2022-09-30,GLD,BUY,145.070901912688,154.6699981689453,22438.116133202697,67.31434839961003,25.0,DEFENSIVE
2022-09-30,TLT,BUY,381.25200038611183,91.84550476074219,35016.28241650511,105.0488472495199,25.0,DEFENSIVE
2022-09-30,VOO,BUY,3666.9488202454413,27.62889289855957,101313.73621906067,303.9412086571974,30.0,DEFENSIVE
2022-12-31,GLD,SELL,1562.94919335252,169.63999938964844,265138.700206373,795.4161006190698,15.0,NORMAL
2022-12-31,TLT,SELL,2207.3341732991717,90.11894226074219,198922.62091371114,596.7678627411078,15.0,NORMAL
2023-03-31,GLD,BUY,17.014387598213034,183.22000122070312,3117.376116514108,9.352128349542454,15.0,NORMAL
2023-03-31,TLT,BUY,55.72000934156313,96.76873016357422,5391.954548685557,16.175863646057223,15.0,NORMAL
2023-03-31,VOO,SELL,441.4087861372209,37.746925354003906,16661.82450092315,49.98547350276931,35.0,NORMAL
2023-06-30,GLD,BUY,269.80735210536477,178.27000427246094,48098.55781256475,144.29567343770032,15.0,NORMAL
2023-06-30,TLT,BUY,500.2048539728662,94.37287139892578,47205.768357099754,141.61730507130414,15.0,NORMAL
2023-06-30,VOO,SELL,2730.4580599440706,46.515899658203125,127009.71313729035,381.029139411854,35.0,NORMAL
2023-09-30,UPRO,BUY,11.363618852264775,26967.916015625,306453.1188414494,919.3593565243646,35.0,NORMAL
2023-09-30,GLD,SELL,71.7928936006524,171.4499969482422,12308.891388737331,36.92667416621043,15.0,NORMAL
2023-09-30,TLT,BUY,340.01282960709705,81.99891662597656,27880.683666714725,83.64205100014806,15.0,NORMAL
2023-09-30,VOO,BUY,1579.9406416304482,40.46831130981445,63937.52973652897,191.81258920959226,35.0,NORMAL
2023-12-31,UPRO,SELL,2.14407666474478,42265.1875,90619.80224981277,271.85940674942685,35.0,NORMAL
2023-12-31,GLD,BUY,752.3502147117688,191.1699981689453,143826.78916885445,431.4803675065923,15.0,NORMAL
2023-12-31,TLT,BUY,1490.0554699471868,92.61339569091797,137999.09683963555,413.99729051892064,15.0,NORMAL
2023-12-31,VOO,BUY,2422.4384270674054,53.923770904541016,130627.01477153946,391.8810443146358,35.0,NORMAL
2024-03-31,UPRO,SELL,5.658155472962367,71333.6484375,403616.873313014,1210.8506199389813,35.0,NORMAL
2024-03-31,VOO,SELL,1872.295576773613,69.62389373779297,130356.50828302583,391.0695248490665,30.0,NORMAL
2024-06-30,UPRO,BUY,1.133306664755466,62678.29296875,71033.72715698004,213.1011814709491,35.0,NORMAL
2024-06-30,GLD,BUY,424.82687466881316,215.00999450683594,91342.0239888978,274.0260719666985,15.0,NORMAL
2024-06-30,TLT,BUY,2275.7817503731485,87.3988265991211,198900.6545783071,596.7019637349294,15.0,NORMAL
2024-06-30,VOO,SELL,3862.119906926957,76.0503158569336,293715.43879914604,881.1463163974113,30.0,NORMAL
2024-06-30,BTC-USD,BUY,512.8537492464776,493.7444152832031,253218.67454750056,759.656023642543,5.0,NORMAL
2024-09-30,GLD,SELL,130.8653098866239,243.05999755859375,31808.121901547416,95.42436570463906,15.0,NORMAL
2024-09-30,TLT,BUY,74.50297390697051,94.33267211914062,7028.064609467138,21.08419382840202,15.0,NORMAL
2024-09-30,VOO,SELL,639.375431225475,85.52457427978516,54682.311560512804,164.04693468152982,30.0,NORMAL
2024-09-30,BTC-USD,BUY,14.65096187292238,522.5557861328125,7655.9448991068175,22.96783469732145,5.0,NORMAL
2024-12-31,UPRO,SELL,4.830358733586248,93429.203125,451296.56728684733,1353.8897018604912,35.0,NORMAL
2024-12-31,BTC-USD,BUY,57.182536526122135,535.2957763671875,30609.570284395606,91.8287108531913,5.0,NORMAL
2025-03-31,UPRO,SELL,10.238555427822766,82548.9140625,845181.6321354844,2535.5448964063544,20.0,DEFENSIVE
2025-03-31,BTC-USD,SELL,265.3961162284745,512.3282470703125,135969.92700660328,407.90978101978544,3.0,DEFENSIVE
2025-06-30,GLD,SELL,777.546542850765,304.8299865722656,237019.50221651027,711.0585066495114,15.0,NORMAL
2025-06-30,TLT,BUY,368.4437490709024,87.5871810913086,32270.94937183379,96.81284811550358,15.0,NORMAL
2025-06-30,VOO,SELL,1838.5737007672105,91.44000244140625,168119.18368685906,504.35755106055876,30.0,NORMAL
2025-06-30,BTC-USD,BUY,150.22021073434695,568.030029296875,85329.59070441383,255.98877211325453,5.0,NORMAL
